ALIAS	n_DNA	n_LTR	n_SINE	n_LINE	species	freshwater	brackwater	saltwater	brood1	brood2	latin	DNA	LINEs	LTR	SINEs	Simple	Total	TEs	Common_name	FAMILY	DNA_frac	LINEs_frac	SINEs_frac	LTR_frac	bp	contig_bp	n50_contig	n50_scaffold	longest_scaffold	num_strs_unit20	mean_length_unit20	mean_length_sd_unit20	strs_bp_per_mbp_unit20	strs_corr_bp_per_mbp_unit20	strs_per_mbp_unit20	busco_complete_single	busco_complete_dup	busco_fragmented	busco_missing	snps	mnps	indels	complex	in_60	coverage	cegma_complete	cegma_partial	ca_coverage	snps_per_kbp	num_genes	strs_corr_bp_per_mbp_cds_unit20	num_strs_unit10	mean_length_unit10	mean_length_sd_unit10	strs_bp_per_mbp_unit10	strs_corr_bp_per_mbp_unit10	strs_per_mbp_unit10	strs_corr_bp_per_mbp_cds_unit10	indels_per_kbp	num_kogs	num_introns	mean_intron_size	std_intron_size	num_strs_filter_unit20	mean_length_filter_unit20	mean_length_sd_filter_unit20	strs_bp_per_mbp_filter_unit20	strs_corr_bp_per_mbp_filter_unit20	strs_per_mbp_filter_unit20	num_strs_unit10_1	mean_length_unit10_1	mean_length_sd_unit10_1	strs_bp_per_mbp_unit10_1	strs_corr_bp_per_mbp_unit10_1	strs_per_mbp_unit10_1	num_strs_unit10_2	mean_length_unit10_2	mean_length_sd_unit10_2	strs_bp_per_mbp_unit10_2	strs_corr_bp_per_mbp_unit10_2	strs_per_mbp_unit10_2	num_strs_unit10_3	mean_length_unit10_3	mean_length_sd_unit10_3	strs_bp_per_mbp_unit10_3	strs_corr_bp_per_mbp_unit10_3	strs_per_mbp_unit10_3	num_strs_unit10_4	mean_length_unit10_4	mean_length_sd_unit10_4	strs_bp_per_mbp_unit10_4	strs_corr_bp_per_mbp_unit10_4	strs_per_mbp_unit10_4	num_strs_unit10_5	mean_length_unit10_5	mean_length_sd_unit10_5	strs_bp_per_mbp_unit10_5	strs_corr_bp_per_mbp_unit10_5	strs_per_mbp_unit10_5	num_strs_unit10_6	mean_length_unit10_6	mean_length_sd_unit10_6	strs_bp_per_mbp_unit10_6	strs_corr_bp_per_mbp_unit10_6	strs_per_mbp_unit10_6	num_strs_unit10_7	mean_length_unit10_7	mean_length_sd_unit10_7	strs_bp_per_mbp_unit10_7	strs_corr_bp_per_mbp_unit10_7	strs_per_mbp_unit10_7	num_strs_unit10_8	mean_length_unit10_8	mean_length_sd_unit10_8	strs_bp_per_mbp_unit10_8	strs_corr_bp_per_mbp_unit10_8	strs_per_mbp_unit10_8	num_strs_unit10_9	mean_length_unit10_9	mean_length_sd_unit10_9	strs_bp_per_mbp_unit10_9	strs_corr_bp_per_mbp_unit10_9	strs_per_mbp_unit10_9	num_strs_unit10_10	mean_length_unit10_10	mean_length_sd_unit10_10	strs_bp_per_mbp_unit10_10	strs_corr_bp_per_mbp_unit10_10	strs_per_mbp_unit10_10	preqc_genome_size	strs_perc	scaled_bp	sum_strs_per_mbp_unit10	prop_class	log_strs	brood1_cat	brood1_cat2	brood1_bin	water	water_bin	w_b	bg_salt	ng_salt	ng_fresh	bg_fresh	nTEs	nTEs_density
fish_129	283576	150673	25981	54584	Metriaclima zebra	1	0	0	bearers	external brooders	Metriaclima_zebra	10.58	6.89	2.68	0.46	1.62	26.49	20.61	Zebra_mbuna	Cichlidae	0.5133430373605046	0.33430373605046093	0.022319262493934986	0.13003396409509949	859842111	804208913	73403	3158421	14997410	318544	30.67	54.99	11162.3	11934.5	370.83099999999996	3622	98	55	21	0	0	0	0	0	0.0	231	237	0.0	0.0	23740	2944.71	294161	28.47	36.26	9630.1	10296.3	342.44599999999997	2182.54	0.0	438	3959	551.826	657.547	318544	30.67	54.99	11162.3	11934.5	370.83099999999996	62858	17.7	7.75	1293.9	1383.41	73.1758	98544	36.48	36.34	4176.78	4465.72	114.719	32388	24.49	15.35	919.92	983.56	37.7043	34428	30.71	48.67	1224.23	1308.92	40.0792	24962	24.77	22.01	717.94	767.61	29.0594	11023	25.57	47.13	326.99	349.61	12.8324	7057	24.23	26.29	198.69	212.43	8.21537	7816	28.71	35.6	260.53	278.55	9.09895	6590	28.44	38.76	214.31	229.13	7.671710000000001	8495	39.43	100.9	384.37	410.96	9.88941	0	0.96301	0.7499226372505833	9717.660000000002	0.7780294450736127	3.983630796908823	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	514814	598.7308523436578
fish_130	262124	122581	30644	28067	Neolamprologus brichardi	1	0	0	guarders	clutch tenders	Neolamprologus_brichardi	7.19	3.62	0.79	0.53	1.11	17.27	12.13	Princess_cichlid	Cichlidae	0.5927452596867271	0.2984336356141797	0.043693322341302555	0.0651277823577906	847910432	685923902	13047	4430025	23840500	253370	26.04	27.55	7683.08	9497.5	299.138	3488	103	118	92	0	0	0	0	0	0.0	216	231	0.0	0.0	23670	2475.26	234064	24.72	23.65	6754.79	8349.98	276.345	1856.4	0.0	431	3735	542.482	634.253	253370	26.04	27.55	7683.08	9497.5	299.138	44502	16.55	4.69	868.45	1073.54	52.5407	79283	26.66	15.07	2490.7	3078.89	93.6045	28605	24.65	20.58	829.01	1024.79	33.7721	27540	27.42	39.47	887.01	1096.48	32.5148	19700	25.19	23.09	584.17	722.12	23.2586	7520	24.92	18.83	220.58	272.68	8.87839	6005	24.11	16.77	170.66	210.96	7.08973	6797	27.86	32.24	222.35	274.86	8.02479	5967	27.74	26.61	195.05	241.11	7.044860000000001	8145	35.8	56.66	339.41	419.56	9.61629	0	0.675479	0.7101186506490792	6807.39	0.7023740590619573	3.8296118517653217	b_g	g	1.0	fresh	1.0	1.0	0	0	0	1	443416	522.9514619298845
fish_131	215936	60049	6976	35028	Notothenia coriiceps	0	0	1	nan	nan	Notothenia_coriiceps	8.33	2.56	1.19	0.16	2.2	25.38	12.24	Black_rockcod	Nototheniidae	0.6805555555555556	0.20915032679738563	0.013071895424836602	0.09722222222222221	636613682	623325421	11483	217655	28796675	270742	53.17	77.89	21771.7	22235.9	425.695	2669	57	443	586	0	0	0	0	0	0.0	161	210	0.0	0.0	25639	11957.8	243403	50.72	70.9	18875.2	19277.6	382.709	9737.58	0.0	376	2902	524.097	605.302	270742	53.17	77.89	21771.7	22235.9	425.695	22417	16.56	12.08	583.08	595.51	35.2469	126262	63.97	55.4	12684.2	12954.6	198.525	29737	27.96	38.47	1304.15	1331.95	46.7563	22764	57.74	133.37	2035.49	2078.88	35.7925	9459	28.29	54.38	416.5	425.38	14.8726	8516	28.04	30.79	374.75	382.74	13.3899	4310	39.75	63.51	267.5	273.21	6.776730000000001	6172	59.11	131.86	565.39	577.44	9.7044	5778	42.03	79.4	371.09	379.0	9.08491	7988	58.26	117.79	714.44	729.67	12.5597	0	1.88752	0.005234366891416006	19316.59	0.4822695035460993	4.2758915620726805	nan	nan	nan	salt	0.0	nan	0	0	0	0	317989	499.5007317483321
fish_132	295813	161502	35183	41490	Oreochromis niloticus	1	1	0	bearers	external brooders	Oreochromis_niloticus	8.51	5.1	1.56	0.57	1.31	22.64	15.74	Nile_tilapia	Cichlidae	0.5406607369758577	0.3240152477763659	0.03621346886912325	0.09911054637865312	927383394	815725529	29509	2802423	13623339	324762	27.23	23.16	9421.09	10710.7	350.337	3668	79	23	7	0	0	0	0	0	0.0	229	233	0.0	0.0	25270	2825.14	300727	26.11	19.05	8392.24	9540.99	324.409	2144.84	0.0	433	3876	544.567	646.133	324762	27.23	23.16	9421.09	10710.7	350.337	62476	17.35	5.31	1168.92	1328.92	67.3959	103762	31.39	18.58	3509.07	3989.39	111.93299999999999	33685	24.35	13.99	881.77	1002.47	36.3376	33672	27.73	30.93	1003.96	1141.39	36.3236	26383	25.34	13.77	719.65	818.16	28.4606	9581	24.47	15.25	252.8	287.41	10.3355	6901	23.39	10.82	173.97	197.78	7.444439999999999	7675	26.89	22.23	221.84	252.2	8.2794	7183	26.45	18.79	204.7	232.73	7.74865	9409	31.48	32.79	316.66	360.0	10.1499	0	0.8392240000000001	0.9752398221648265	8453.34	0.6952296819787985	3.9238778952504747	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	533988	575.8006919843552
fish_133	206178	92483	21763	49476	Periophthalmodon schlosseri	1	1	1	nan	nan	Periophthalmodon_schlosseri	6.83	3.91	1.64	0.39	2.61	37.77	12.770000000000001	Giant_mudskipper	Gobiidae	0.5348472983555207	0.3061863743148003	0.030540328895849646	0.12842599843382926	679761122	674976024	16946	39308	429644	387506	49.49	80.36	26883.0	27073.6	570.701	2909	68	375	414	0	0	0	0	0	0.0	214	239	0.0	0.0	25114	9198.87	308480	40.31	61.42	17611.6	17736.4	454.315	4748.98	0.0	440	3670	403.05199999999996	419.097	387506	49.49	80.36	26883.0	27073.6	570.701	59114	18.01	9.4	1566.48	1577.58	87.0604	61229	37.18	48.56	3347.18	3370.91	90.1753	48628	38.66	53.54	2759.9	2779.46	71.6171	23429	26.15	28.1	898.68	905.05	34.5052	14222	28.65	35.52	596.6	600.83	20.9455	15589	37.84	55.58	861.92	868.03	22.9588	11884	40.66	63.14	700.83	705.8	17.5022	15649	41.95	56.46	951.78	958.53	23.0471	16240	47.03	68.61	1102.81	1110.63	23.9175	42496	87.07	106.91	5171.86	5208.53	62.5862	0	1.7611599999999998	0.14917388484603078	17958.04	0.33809902038655015	4.245798813071526	nan	nan	nan	nan	nan	nan	0	0	0	0	369900	544.1617474557481
fish_134	232252	131256	7632	18866	Periophthalmus magnuspinnatus	1	0	0	nan	nan	Periophthalmus_magnuspinnatus	7.58	5.24	0.7	0.13	1.88	36.2	13.65	Periophthalmus_magnuspinnatus	Gobiidae	0.5553113553113553	0.3838827838827839	0.009523809523809525	0.05128205128205128	701696780	688088960	28254	296161	3397572	404750	55.62	100.83	30509.8	31113.1	577.389	3308	67	211	179	0	0	0	0	0	0.0	228	235	0.0	0.0	23224	11785.9	323519	44.53	77.85	19650.4	20039.0	461.51099999999997	5770.53	0.0	439	3855	463.787	521.229	404750	55.62	100.83	30509.8	31113.1	577.389	49726	17.69	7.19	1253.67	1278.46	70.9358	59558	31.74	41.72	2692.7	2745.95	84.9615	56255	39.28	59.76	3139.9	3202.0	80.2496	30615	32.31	46.77	1401.42	1429.14	43.6733	16468	29.88	38.27	696.79	710.57	23.4922	15812	38.06	63.17	850.26	867.08	22.5563	12638	43.11	96.53	765.44	780.58	18.0285	16493	44.88	76.31	1042.93	1063.56	23.5278	17699	50.16	79.74	1241.24	1265.79	25.2482	48255	107.17	138.64	6947.11	7084.5	68.8374	0	1.9650400000000001	0.22235106612346667	20031.46	0.37707182320441984	4.293371395221607	nan	nan	nan	fresh	1.0	nan	0	0	0	0	390006	555.8041751310302
fish_135	353511	63802	18332	28731	Poecilia formosa	1	1	0	bearers	internal live bearers	Poecilia_formosa	9.16	2.03	0.99	0.37	1.48	21.11	12.549999999999999	Amazon_molly	Poeciliidae	0.7298804780876494	0.16175298804780877	0.02948207171314741	0.07888446215139443	748923461	714187909	43394	1574226	7371162	358667	28.32	38.06	13345.9	13995.0	479.501	3586	98	68	44	0	0	0	0	0	0.0	235	239	0.0	0.0	24297	5236.5	333865	25.87	28.2	11411.0	11966.0	446.344	3274.32	0.0	443	4085	526.664	568.283	358667	28.32	38.06	13345.9	13995.0	479.501	127377	17.71	5.18	3012.7	3159.23	170.29	78690	31.22	18.33	3277.67	3437.09	105.20100000000001	34186	26.7	24.2	1216.24	1275.4	45.7032	36823	33.21	35.71	1626.91	1706.04	49.2286	16780	26.0	20.42	581.1	609.36	22.4332	9612	28.58	49.83	363.8	381.5	12.8503	7729	24.55	18.72	253.11	265.42	10.3329	7097	29.98	37.06	282.68	296.43	9.487969999999999	7055	35.73	69.05	333.51	349.73	9.43182	8516	49.7	92.77	543.67	570.11	11.385	0	1.1411	0.3798988997315872	11491.390000000001	0.5945049739459971	4.057323705369284	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	464376	620.0580221908684
fish_136	321278	59649	27466	13323	Poecilia reticulata	1	1	0	bearers	internal live bearers	Poecilia_reticulata	9.36	2.08	0.56	0.68	1.4	22.2	12.68	Guppy	Poeciliidae	0.7381703470031545	0.1640378548895899	0.05362776025236594	0.04416403785488959	731622281	664631129	35511	31413364	46286544	297635	31.16	34.88	12463.9	13729.7	407.161	3536	66	93	69	0	0	0	0	0	0.0	222	233	0.0	0.0	22021	5342.81	271605	28.57	28.44	10480.7	11545.1	371.55300000000005	3672.58	0.0	431	3718	544.354	608.92	297635	31.16	34.88	12463.9	13729.7	407.161	98468	16.98	4.6	2285.71	2517.85	134.703	68461	35.75	27.0	3344.32	3683.96	93.6539	27982	29.09	24.04	1110.48	1223.26	38.2791	33637	41.57	43.12	1905.15	2098.63	46.015	11805	27.68	24.73	445.46	490.7	16.1491	7726	31.05	40.49	325.85	358.94	10.5691	4880	26.2	26.3	173.46	191.08	6.675789999999999	5204	31.43	30.98	222.53	245.13	7.11902	5585	35.4	42.44	266.29	293.33	7.640219999999999	7857	47.24	56.52	493.53	543.65	10.7483	0	1.04807	0.32218230034015116	10572.78	0.5711711711711712	4.0203902898981765	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	421716	576.4121882996617
fish_137	271623	121626	32846	25691	Pundamilia nyererei	1	0	0	bearers	external brooders	Pundamilia_nyererei	8.05	3.89	0.81	0.59	1.1	18.79	13.340000000000002	Pundamilia_nyererei	Cichlidae	0.603448275862069	0.29160419790104947	0.044227886056971505	0.060719640179910044	830133247	698761080	22622	2525540	12616905	253071	27.84	24.15	8399.42	9978.57	304.905	3579	87	72	47	0	0	0	0	0	0.0	223	228	0.0	0.0	23090	2496.13	234133	26.76	20.04	7494.3	8903.28	282.08799999999997	1915.62	0.0	428	3844	521.891	591.385	253071	27.84	24.15	8399.42	9978.57	304.905	43987	16.8	4.9	890.01	1057.34	52.9964	81482	32.62	19.52	3200.13	3801.78	98.1711	27735	24.13	12.78	803.99	955.15	33.4157	28461	29.26	32.69	999.85	1187.82	34.2904	18894	24.8	13.67	563.74	669.73	22.7639	8292	24.22	13.58	241.71	287.15	9.99036	5767	23.49	15.55	163.09	193.76	6.948189999999999	6417	26.51	19.45	203.85	242.17	7.731330000000001	5742	26.92	19.71	185.83	220.76	6.918069999999999	7356	32.26	32.77	282.17	335.22	8.86265	0	0.74943	0.6508141023493421	7534.370000000001	0.7099521021820119	3.874731074097623	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	451786	544.2331115308288
fish_138	184928	78565	15705	28285	Scartelaos histophorus	0	1	1	nan	nan	Scartelaos_histophorus	4.95	2.36	0.63	0.31	2.93	34.67	8.25	Walking_goby	Gobiidae	0.6	0.28606060606060607	0.037575757575757575	0.07636363636363637	695008792	688580488	8806	15105	222328	420349	51.09	85.78	29392.4	29666.8	604.819	2565	49	535	598	0	0	0	0	0	0.0	197	226	0.0	0.0	25072	7415.57	339096	43.17	69.99	20251.6	20440.7	487.908	4161.88	0.0	411	3361	349.524	365.491	420349	51.09	85.78	29392.4	29666.8	604.819	50710	17.81	12.15	1299.16	1311.29	72.964	61675	41.55	56.4	3686.56	3720.98	88.741	58961	45.86	78.12	3884.42	3920.68	84.836	29734	28.06	38.45	1196.35	1207.52	42.7827	23736	28.16	39.85	953.4	962.3	34.1525	20214	40.45	65.99	1166.19	1177.08	29.0849	13324	37.17	56.07	706.61	713.2	19.1712	15516	42.32	67.4	928.51	937.18	22.3252	18985	48.26	75.22	1297.44	1309.55	27.3165	46241	88.23	110.79	5576.83	5628.89	66.5338	0	2.0251599999999996	0.2000399911487695	20695.47	0.23795788866455148	4.30645934082085	nan	nan	nan	salt	0.0	nan	0	0	0	0	307483	442.41598601244743
fish_139	297850	59454	10562	28847	Sebastes nigrocinctus	0	0	1	bearers	internal live bearers	Sebastes_nigrocinctus	8.75	1.88	0.68	0.19	2.56	35.17	11.499999999999998	Tiger_rockfish	Sebastidae	0.7608695652173915	0.16347826086956524	0.016521739130434785	0.05913043478260871	687549873	681077205	8171	12083	186098	446102	44.27	83.45	27647.3	27910.0	649.3480000000001	1900	62	877	921	0	0	0	0	0	0.0	148	192	0.0	0.0	26117	12400.4	396001	37.22	66.41	20918.4	21117.2	576.4209999999999	9361.41	0.0	361	2580	488.704	473.033	446102	44.27	83.45	27647.3	27910.0	649.3480000000001	46365	17.04	10.7	1148.76	1159.67	67.4891	158638	30.81	25.79	7106.78	7174.32	230.91400000000002	59296	43.02	82.7	3700.34	3735.5	86.3115	43003	44.71	82.85	2783.15	2809.6	62.5953	22593	43.29	80.54	1408.64	1422.03	32.8865	13951	44.09	83.23	888.31	896.75	20.3071	10330	43.84	87.67	642.89	649.0	15.0364	14573	49.79	90.27	1039.91	1049.79	21.2125	11252	57.55	117.18	923.6	932.38	16.3785	16000	73.04	132.25	1645.44	1661.08	23.2897	0	2.09184	0.1751570964666628	21287.819999999996	0.3269832243389251	4.320528463285824	b_g	b	1.0	salt	0.0	nan	1	0	0	0	396713	576.9952342060865
fish_140	230369	63185	52281	42607	Stegastes partitus	0	0	1	guarders	nesters	Stegastes_partitus	7.41	2.13	1.09	1.26	1.42	22.02	11.889999999999999	Bicolor_damselfish	Pomacentridae	0.6232127838519765	0.1791421362489487	0.10597140454163163	0.09167367535744325	800491834	749729246	39030	411659	3345205	383850	26.39	26.73	12500.0	13346.4	479.81199999999995	3586	115	81	31	0	0	0	0	0	0.0	234	240	0.0	0.0	23504	5338.6	367501	25.05	21.67	11398.4	12170.1	459.376	4505.86	0.0	437	3913	594.371	641.923	383850	26.39	26.73	12500.0	13346.4	479.81199999999995	111837	16.41	4.01	2292.45	2447.66	139.796	102136	28.81	15.85	3673.96	3922.71	127.67	54094	24.73	16.95	1666.59	1779.43	67.6175	40087	30.84	29.51	1537.14	1641.22	50.1088	21790	29.07	23.18	787.9	841.25	27.2375	9142	28.12	36.09	320.33	342.02	11.4275	6730	24.71	20.3	207.05	221.07	8.4125	6905	31.05	46.74	262.35	280.11	8.63125	6354	33.18	41.62	262.02	279.76	7.9425	8426	44.06	56.51	455.66	486.52	10.5325	0	1.13984	0.5519305834496426	11465.449999999999	0.5399636693914622	4.05684389344713	b_g	g	1.0	salt	0.0	nan	1	0	0	0	388442	485.25416937607383
fish_141	350737	65596	24474	15802	Xiphophorus maculatus	1	0	0	bearers	internal live bearers	Xiphophorus_maculatus	9.48	2.07	0.48	0.51	1.18	20.5	12.540000000000001	Southern_platyfish	Poeciliidae	0.7559808612440191	0.1650717703349282	0.04066985645933014	0.03827751196172249	729664433	652811251	22264	1303070	7907290	204238	32.34	33.47	8913.02	9962.32	280.16200000000003	3590	78	88	20	0	0	0	0	0	0.0	227	237	0.0	0.0	22855	3995.44	185784	29.94	27.41	7533.24	8420.1	254.84799999999998	2902.34	0.0	441	3919	523.864	553.003	204238	32.34	33.47	8913.02	9962.32	280.16200000000003	33132	15.97	3.65	725.35	810.74	45.4486	62560	35.45	25.76	3037.99	3395.64	85.8162	26318	27.88	23.27	1003.95	1122.15	36.1015	25867	35.26	33.72	1244.96	1391.53	35.4829	12214	27.01	23.69	451.41	504.55	16.7545	7390	26.47	23.99	267.62	299.13	10.1372	3902	27.14	25.01	144.95	162.02	5.35254	3923	31.2	29.62	166.6	186.22	5.38134	4791	33.89	39.46	220.98	247.0	6.572019999999999	5687	44.65	57.49	339.51	379.48	7.8011	0	0.753324	0.3156509349254613	7603.32	0.6117073170731708	3.876981803754808	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	456609	625.7794396290657
fish_142	394352	103074	23327	52609	Scleropages formosus	1	0	0	bearers	external brooders	Scleropages_formosus	8.5	3.29	1.72	0.44	1.25	19.44	13.95	Asian_arowana	Osteoglossidae	0.6093189964157706	0.23584229390681005	0.031541218637992835	0.12329749103942653	708403365	688202985	3704	58849	616488	349318	23.89	11.52	11728.0	12072.9	493.38699999999994	3103	226	316	279	0	0	0	0	0	0.0	233	241	0.0	0.0	26100	2212.5	337838	23.47	9.9	11152.7	11480.7	477.17199999999997	1875.82	0.0	441	3908	471.92400000000004	462.009	349318	23.89	11.52	11728.0	12072.9	493.38699999999994	93667	17.4	5.48	2300.57	2368.23	132.298	132890	25.34	7.83	4750.67	4890.38	187.69799999999998	35437	25.67	8.89	1280.46	1318.12	50.0523	34069	26.71	12.28	1281.45	1319.13	48.1201	10432	25.21	12.43	369.98	380.86	14.7345	10939	26.55	18.6	409.21	421.24	15.4506	3590	25.07	12.43	126.8	130.53	5.07062	6210	26.05	12.83	227.62	234.31	8.771189999999999	4287	27.48	12.94	166.01	170.89	6.05508	6317	30.18	15.5	267.86	275.73	8.92232	0	1.1152700000000002	0.24472418054280765	11180.630000000001	0.7175925925925926	4.047380020133117	b_g	b	1.0	fresh	1.0	1.0	0	0	0	1	573362	809.3722140916143
fish_143	517806	188536	38006	31063	Fundulus heteroclitus	1	1	1	nonguarders	brood hiders	Fundulus_heteroclitus	12.37	5.79	1.09	0.56	1.35	32.66	19.81	Mummichog	Fundulidae	0.624432104997476	0.29227662796567394	0.02826855123674912	0.055022715800100964	1021898560	932474328	15271	1252252	6356336	428883	30.91	42.74	12745.3	13967.6	420.06199999999995	3478	73	133	87	0	0	0	0	0	0.0	218	237	0.0	0.0	23069	5933.02	396983	28.68	34.99	11021.9	12078.9	388.81800000000004	4250.9	0.0	435	3806	729.6419999999999	859.921	428883	30.91	42.74	12745.3	13967.6	420.06199999999995	141327	17.5	5.83	2420.09	2652.18	138.42	97252	34.95	21.9	3323.05	3641.73	95.2517	43806	31.57	35.21	1349.09	1478.47	42.905	47802	43.71	67.89	2039.6	2235.2	46.8188	22904	24.27	20.58	543.31	595.41	22.4329	11463	25.63	28.95	287.24	314.79	11.2272	5955	28.18	44.31	163.75	179.45	5.83252	7389	33.07	49.21	237.74	260.54	7.237019999999999	8233	36.84	52.11	292.58	320.63	8.06366	10852	43.82	69.42	454.22	497.78	10.6288	0	1.10219	1.2905416670353542	11110.669999999998	0.606552357624005	4.042256466420426	ng	ng	0.0	nan	nan	nan	0	0	0	0	775411	758.7944932616404
fish_144	68402	21713	5577	14624	Syngnathus typhle	0	1	1	bearers	external brooders	Syngnathus_typhle	4.3	2.58	1.18	0.39	1.68	14.36	8.450000000000001	Broadnosed_pipefish	Syngnathidae	0.5088757396449703	0.30532544378698223	0.04615384615384615	0.13964497041420115	314580961	292933957	25809	3046963	9665359	164184	27.59	30.66	14160.2	15206.6	522.879	3308	60	201	189	0	0	0	0	0	0.0	232	237	0.0	0.0	18933	3435.65	156019	26.7	30.03	13073.1	14039.1	496.876	2645.74	0.0	439	3849	263.059	326.37	164184	27.59	30.66	14160.2	15206.6	522.879	56607	15.88	3.73	2856.96	3068.08	180.27700000000002	35207	27.58	18.19	3085.83	3313.86	112.124	16158	26.78	19.49	1373.25	1474.73	51.4586	27394	41.8	56.02	3621.89	3889.54	87.242	7362	36.14	33.73	840.21	902.3	23.4459	3853	29.32	28.7	358.92	385.44	12.2707	1812	26.18	16.44	150.48	161.6	5.7707	2715	40.81	40.62	350.41	376.3	8.6465	2028	33.5	28.12	215.19	231.09	6.4586	2883	39.05	34.27	354.99	381.23	9.18153	0	1.30731	-1.0690642386887284	13208.13	0.5884401114206129	4.1163785832390705	b_g	b	1.0	salt	0.0	nan	1	0	0	0	110316	350.676021998674
fish_15	197864	46079	8762	42847	Merluccius polli	0	0	1	nan	nan	Merluccius_polli	7.68	2.84	2.23	0.3	5.06	25.93	13.05	Black_hake	Merlucciidae	0.5885057471264368	0.21762452107279692	0.022988505747126433	0.17088122605363984	401149128	400378830	3471	4482	48230	516801	45.78	64.67	56623.3	56732.2	1288.78	1188	44	1019	1491	1496983	64353	354140	149636	1	29.6484	133	204	22.35	3.73892	21553	8934.83	460919	39.86	50.29	44563.8	44649.6	1149.42	5880.95	0.8845120000000001	357	2479	379.77099999999996	293.142	0	0.0	0.0	0.0	0.0	0.0	25854	16.82	7.2	1083.78	1085.87	64.4738	263206	40.76	39.71	26732.6	26784.0	656.3739999999999	57242	37.05	57.62	5269.23	5279.37	142.748	38785	41.13	57.6	3952.73	3960.34	96.7207	12591	34.7	57.59	1082.23	1084.31	31.399	16473	39.84	58.43	1622.53	1625.65	41.0798	7477	41.84	67.88	767.81	769.28	18.6459	13658	46.58	69.27	1571.46	1574.48	34.0599	9716	48.56	81.95	1156.71	1158.94	24.2294	15917	61.47	95.12	2367.86	2372.41	39.6933	555013599	4.45638	-0.7802735195129304	45606.94	0.5032780563054378	4.648982216471486	nan	nan	nan	salt	0.0	nan	0	0	0	0	295552	736.7634113366439
fish_17	186422	93872	2925	54199	Macrourus berglax	0	0	1	nonguarders	nan	Macrourus_berglax	6.54	5.9	2.54	0.1	5.74	24.98	15.08	Roughhead_grenadier	Macrouridae	0.4336870026525199	0.39124668435013266	0.006631299734748011	0.16843501326259946	399875629	399170715	3353	4291	541549	663574	43.15	59.83	68241.8	68362.3	1663.09	1172	61	927	1599	1570523	65488	259604	170243	1	29.8425	147	206	21.18	3.93446	24462	7396.34	604512	39.3	50.89	57656.8	57758.6	1515.07	5031.67	0.650358	354	2157	361.108	290.757	462218	44.16	55.59	49174.9	63798.1	1158.44	12930	18.54	13.82	599.55	600.61	32.406	343324	41.59	49.54	35694.6	35757.6	860.461	78193	33.17	41.88	6471.9	6483.33	195.972	43057	34.61	47.64	3707.99	3714.54	107.912	25185	30.8	42.29	1916.36	1919.74	63.1203	25027	32.6	42.86	2029.44	2033.02	62.7243	17698	35.09	49.88	1535.58	1538.3	44.3559	22607	45.74	64.09	2545.93	2550.43	56.6591	13747	45.32	76.17	1529.83	1532.53	34.4536	22744	56.61	82.58	3126.03	3131.55	57.0025	631105755	5.76568	-0.784521902086165	59157.21000000001	0.6036829463570856	4.760850535018764	ng	ng	0.0	salt	0.0	0.0	0	1	0	0	337418	843.8073629138323
fish_19	239160	58389	5084	54107	Bathygadus melanobranchus	0	0	1	nan	nan	Bathygadus_melanobranchus	7.84	2.88	1.71	0.13	5.11	20.64	12.56	Vaillants_grenadier	Bathygadidae	0.6242038216560509	0.22929936305732482	0.010350318471337579	0.13614649681528662	431202967	430575253	4956	6483	140303	621671	46.09	68.97	63407.7	63500.1	1442.39	2026	60	831	841	1710968	49001	450257	122721	1	33.9367	179	223	26.32	3.9736800000000003	14517	8378.28	558197	39.61	54.6	49778.8	49851.4	1295.12	5340.79	1.0457100000000001	411	2948	367.286	285.032	429250	45.92	64.22	44110.8	54524.6	995.94	13803	17.48	9.85	559.53	560.35	32.0255	349801	38.56	45.01	31269.5	31315.1	811.6030000000001	52267	36.04	63.26	4357.04	4363.39	121.26899999999999	39194	40.05	62.4	3617.09	3622.36	90.9374	13523	41.63	77.62	1294.73	1296.62	31.3759	30865	35.17	49.54	2507.67	2511.32	71.6125	9604	43.83	71.02	967.02	968.43	22.2831	16935	51.13	70.62	1976.09	1978.97	39.2923	10116	50.19	76.04	1158.65	1160.34	23.471	22089	67.19	98.7	3325.83	3330.67	51.2506	539175555	4.977880000000001	-0.6800141507451518	51033.15	0.6085271317829457	4.697044423014642	nan	nan	nan	salt	0.0	nan	0	0	0	0	356740	827.3134168856495
